source_node,target_table,target_column,transformation_logic,confidence_score,reasoning
/Session/TransactionInfo/TransactionID,SILVER.POLICY,POLICY_ID,,0.9,TransactionID can be mapped to POLICY_ID as both represent unique identifiers
/Session/TransactionInfo/TransactionType,SILVER.POLICY,POLICY_TYPE,,0.9,TransactionType can be mapped to POLICY_TYPE as both represent the type of transaction or policy
/Session/TransactionInfo/TransactionDate,SILVER.POLICY,EFFECTIVE_DATE,,0.9,TransactionDate can be mapped to EFFECTIVE_DATE as both represent the date when the transaction or policy becomes effective
/Session/TransactionInfo/TransactionStatus,SILVER.POLICY,POLICY_STATUS,,0.9,TransactionStatus can be mapped to POLICY_STATUS as both represent the status of the transaction or policy
/Session/Data/BrokerData/BrokerID,SILVER.POLICY,ACCOUNT_ID,,0.9,BrokerID can be mapped to ACCOUNT_ID as both represent unique identifiers for the broker or account
/Session/Data/BrokerData/BrokerName,SILVER.POLICY,CREATED_BY,,0.9,BrokerName can be mapped to CREATED_BY as the broker is likely the one who created the policy
/Session/TransactionInfo/ProcessedBy,SILVER.POLICY,MODIFIED_BY,,0.9,ProcessedBy can be mapped to MODIFIED_BY as the person who processed the transaction is likely the one who last modified the policy
/Session/Data/BrokerData/CommissionRate,SILVER.POLICY,PREMIUM_AMOUNT,,0.9,CommissionRate can be mapped to PREMIUM_AMOUNT as both represent the amount to be paid for the policy or transaction
/Session/Data/BrokerData/CommissionAmount,SILVER.POLICY,TOTAL_INSURED_VALUE,,0.9,CommissionAmount can be mapped to TOTAL_INSURED_VALUE as both represent the total value of the policy or transaction
/Session/Data/PolicyData/ID,SILVER.POLICY,POLICY_ID,,0.9,Direct mapping from PolicyData ID to POLICY_ID
/Session/Data/PolicyData/Number,SILVER.POLICY,POLICY_NUMBER,,0.9,Direct mapping from PolicyData Number to POLICY_NUMBER
/Session/Data/PolicyData/Version,SILVER.POLICY,POLICY_TYPE,,0.9,Direct mapping from PolicyData Version to POLICY_TYPE
/Session/Data/PolicyData/ProductDetails/ProdCode,SILVER.POLICY,PRODUCT_CODE,,0.9,Direct mapping from ProductDetails ProdCode to PRODUCT_CODE
/Session/Data/PolicyData/ProductDetails/ProdDescription,SILVER.POLICY,PRODUCT_NAME,,0.9,Direct mapping from ProductDetails ProdDescription to PRODUCT_NAME
/Session/Data/PolicyData/StatusCode,SILVER.POLICY,POLICY_STATUS,,0.9,Direct mapping from PolicyData StatusCode to POLICY_STATUS
/Session/Data/PolicyData/PolicyDates/InceptionDate,SILVER.POLICY,EFFECTIVE_DATE,,0.9,Direct mapping from PolicyDates InceptionDate to EFFECTIVE_DATE
/Session/Data/PolicyData/PolicyDates/TerminationDate,SILVER.POLICY,EXPIRATION_DATE,,0.9,Direct mapping from PolicyDates TerminationDate to EXPIRATION_DATE
/Session/Data/PolicyData/PolicyDates/BindDate,SILVER.POLICY,CANCELLATION_DATE,,0.9,Direct mapping from PolicyDates BindDate to CANCELLATION_DATE
/Session/Data/PolicyData/PolicyDates/QuoteDate,SILVER.POLICY,RENEWAL_DATE,,0.9,Direct mapping from PolicyDates QuoteDate to RENEWAL_DATE
/Session/Data/PolicyData/TermLength,SILVER.POLICY,POLICY_TERM_MONTHS,,0.9,Direct mapping from PolicyData TermLength to POLICY_TERM_MONTHS
/Session/Data/QuoteData/QuoteIdentifier,SILVER.QUOTE,QUOTE_ID,,0.9,Direct mapping from QuoteIdentifier to QUOTE_ID
/Session/Data/QuoteData/QuoteNumber,SILVER.QUOTE,QUOTE_NUMBER,,0.9,Direct mapping from QuoteNumber to QUOTE_NUMBER
/Session/Data/QuoteData/QuoteStatus,SILVER.QUOTE,QUOTE_STATUS,,0.9,Direct mapping from QuoteStatus to QUOTE_STATUS
/Session/Data/QuoteData/QuoteDate,SILVER.QUOTE,QUOTE_DATE,,0.9,Direct mapping from QuoteDate to QUOTE_DATE
