source_node,target_table,target_column,transformation_logic,confidence_score,reasoning
/Session/TransactionInfo/TransactionID,SILVER.POLICY,POLICY_ID,,0.9,TransactionID maps to POLICY_ID
/Session/TransactionInfo/TransactionType,SILVER.POLICY,POLICY_TYPE,,0.9,TransactionType maps to POLICY_TYPE
/Session/TransactionInfo/TransactionDate,SILVER.POLICY,EFFECTIVE_DATE,,0.9,TransactionDate maps to EFFECTIVE_DATE
/Session/TransactionInfo/TransactionStatus,SILVER.POLICY,POLICY_STATUS,,0.9,TransactionStatus maps to POLICY_STATUS
/Session/Data/BrokerData/BrokerID,SILVER.POLICY,ACCOUNT_ID,,0.9,BrokerID maps to ACCOUNT_ID
/Session/Data/BrokerData/BrokerName,SILVER.POLICY,CREATED_BY,,0.9,BrokerName maps to CREATED_BY
/Session/Data/BrokerData/BrokerType,SILVER.POLICY,DISTRIBUTION_CHANNEL,,0.9,BrokerType maps to DISTRIBUTION_CHANNEL
/Session/Data/BrokerData/BrokerageFirm,SILVER.POLICY,UNDERWRITING_COMPANY,,0.9,BrokerageFirm maps to UNDERWRITING_COMPANY
/Session/Data/BrokerData/CommissionRate,SILVER.POLICY,PREMIUM_AMOUNT,,0.9,CommissionRate maps to PREMIUM_AMOUNT
/Session/Data/BrokerData/CommissionAmount,SILVER.POLICY,TOTAL_INSURED_VALUE,,0.9,CommissionAmount maps to TOTAL_INSURED_VALUE
/Session/Data/PolicyData/ID,SILVER.POLICY,POLICY_ID,,0.9,Direct mapping from PolicyData ID to POLICY_ID
/Session/Data/PolicyData/Number,SILVER.POLICY,POLICY_NUMBER,,0.9,Direct mapping from PolicyData Number to POLICY_NUMBER
/Session/Data/PolicyData/Version,SILVER.POLICY,POLICY_TYPE,,0.9,Mapping from PolicyData Version to POLICY_TYPE
/Session/Data/PolicyData/ProductDetails/ProdCode,SILVER.POLICY,PRODUCT_CODE,,0.9,Direct mapping from PolicyData ProductDetails ProdCode to PRODUCT_CODE
/Session/Data/PolicyData/ProductDetails/ProdDescription,SILVER.POLICY,PRODUCT_NAME,,0.9,Direct mapping from PolicyData ProductDetails ProdDescription to PRODUCT_NAME
/Session/Data/PolicyData/StatusCode,SILVER.POLICY,POLICY_STATUS,,0.9,Direct mapping from PolicyData StatusCode to POLICY_STATUS
/Session/Data/PolicyData/PolicyDates/InceptionDate,SILVER.POLICY,EFFECTIVE_DATE,,0.9,Direct mapping from PolicyData PolicyDates InceptionDate to EFFECTIVE_DATE
/Session/Data/PolicyData/PolicyDates/TerminationDate,SILVER.POLICY,EXPIRATION_DATE,,0.9,Direct mapping from PolicyData PolicyDates TerminationDate to EXPIRATION_DATE
/Session/Data/PolicyData/PolicyDates/BindDate,SILVER.POLICY,CANCELLATION_DATE,,0.9,Mapping from PolicyData PolicyDates BindDate to CANCELLATION_DATE
/Session/Data/PolicyData/PolicyDates/QuoteDate,SILVER.POLICY,RENEWAL_DATE,,0.9,Mapping from PolicyData PolicyDates QuoteDate to RENEWAL_DATE
/Session/Data/PolicyData/TermLength,SILVER.POLICY,POLICY_TERM_MONTHS,,0.9,Direct mapping from PolicyData TermLength to POLICY_TERM_MONTHS
/Session/Data/QuoteData/QuoteIdentifier,SILVER.QUOTE,QUOTE_ID,,0.9,Direct mapping from XML to JSON
/Session/Data/QuoteData/QuoteNumber,SILVER.QUOTE,QUOTE_NUMBER,,0.9,Direct mapping from XML to JSON
/Session/Data/QuoteData/QuoteStatus,SILVER.QUOTE,QUOTE_STATUS,,0.9,Direct mapping from XML to JSON
/Session/Data/QuoteData/QuoteDate,SILVER.QUOTE,QUOTE_DATE,,0.9,Direct mapping from XML to JSON
/Session/Data/QuoteData/QuoteExpiryDate,SILVER.QUOTE,EXPIRY_DATE,,0.9,Direct mapping from XML to JSON
/Session/Data/QuoteData/ConversionDate,SILVER.QUOTE,EFFECTIVE_DATE,,0.9,Direct mapping from XML to JSON
/Session/Data/RiskData/RiskIdentifier,SILVER.RISK,RISK_ID,,0.9,Direct mapping from RiskIdentifier to RISK_ID
/Session/Data/RiskData/RiskSequence,SILVER.RISK,POLICY_ID,,0.9,Assuming RiskSequence maps to POLICY_ID
/Session/Data/RiskData/RiskClass,SILVER.RISK,RISK_TYPE,,0.9,RiskClass maps to RISK_TYPE
/Session/Data/RiskData/RiskSummary,SILVER.RISK,RISK_DESCRIPTION,,0.9,RiskSummary maps to RISK_DESCRIPTION
/Session/Data/RiskData/LocationDetails/LocationNumber,SILVER.RISK,RISK_NUMBER,,0.9,LocationNumber maps to RISK_NUMBER
/Session/Data/RiskData/LocationDetails/AddressLine1,SILVER.RISK,RISK_ADDRESS_LINE1,,0.9,AddressLine1 maps to RISK_ADDRESS_LINE1
/Session/Data/RiskData/LocationDetails/AddressLine2,SILVER.RISK,RISK_ADDRESS_LINE2,,0.9,AddressLine2 maps to RISK_ADDRESS_LINE2
/Session/Data/RiskData/LocationDetails/City,SILVER.RISK,RISK_CITY,,0.9,City maps to RISK_CITY
/Session/Data/RiskData/LocationDetails/State,SILVER.RISK,RISK_STATE,,0.9,State maps to RISK_STATE
/Session/Data/RiskData/LocationDetails/ZipCode,SILVER.RISK,RISK_ZIP,,0.9,ZipCode maps to RISK_ZIP
